,gene_of_interest,len_target_list,target_list,len_ensg_target_list,ensg_target_list,target_std_name_to_ensg_map
66,ENSG00000200959,13,"['RNU1-4', 'RNU5F-1', 'U3-8', 'WBSCR17', 'SNORA31', 'SNORA70F', 'SNORA73A', 'SNORD116-9', 'SNORD43', 'SNORD44', 'SNORD48', 'SNORD7', 'RP11-23J9']",71,"['ENSG00000207389', 'ENSG00000199377', 'ENSG00000277205', 'ENSG00000274581', 'ENSG00000212479', 'ENSG00000199856', 'ENSG00000212539', 'ENSG00000212165', 'ENSG00000275900', 'ENSG00000201346', 'ENSG00000212434', 'ENSG00000273788', 'ENSG00000212321', 'ENSG00000201674', 'ENSG00000200693', 'ENSG00000277754', 'ENSG00000200545', 'ENSG00000200492', 'ENSG00000221455', 'ENSG00000199851', 'ENSG00000200538', 'ENSG00000275154', 'ENSG00000201329', 'ENSG00000221125', 'ENSG00000201368', 'ENSG00000221043', 'ENSG00000281710', 'ENSG00000202268', 'ENSG00000200222', 'ENSG00000212211', 'ENSG00000212598', 'ENSG00000221633', 'ENSG00000212551', 'ENSG00000221332', 'ENSG00000222666', 'ENSG00000207119', 'ENSG00000221461', 'ENSG00000212422', 'ENSG00000202233', 'ENSG00000221638', 'ENSG00000212182', 'ENSG00000221044', 'ENSG00000212511', 'ENSG00000199370', 'ENSG00000212538', 'ENSG00000212610', 'ENSG00000271817', 'ENSG00000238297', 'ENSG00000221040', 'ENSG00000221496', 'ENSG00000276366', 'ENSG00000221345', 'ENSG00000212195', 'ENSG00000221673', 'ENSG00000263934', 'ENSG00000200318', 'ENSG00000281710;ENSG00000199927', 'ENSG00000185274', 'ENSG00000199477', 'ENSG00000206869', 'ENSG00000201376', 'ENSG00000274266', 'ENSG00000206727', 'ENSG00000207014', 'ENSG00000263764', 'ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823', 'ENSG00000207297']","{'RNU1-4': ['ENSG00000207389'], 'RNU5F-1': ['ENSG00000199377'], 'U3': ['ENSG00000277205', 'ENSG00000274581', 'ENSG00000212479', 'ENSG00000199856', 'ENSG00000212539', 'ENSG00000212165', 'ENSG00000275900', 'ENSG00000201346', 'ENSG00000212434', 'ENSG00000273788', 'ENSG00000212321', 'ENSG00000201674', 'ENSG00000200693', 'ENSG00000277754', 'ENSG00000200545', 'ENSG00000200492', 'ENSG00000221455', 'ENSG00000199851', 'ENSG00000200538', 'ENSG00000275154', 'ENSG00000201329', 'ENSG00000221125', 'ENSG00000201368', 'ENSG00000221043', 'ENSG00000281710', 'ENSG00000202268', 'ENSG00000200222', 'ENSG00000212211', 'ENSG00000212598', 'ENSG00000221633', 'ENSG00000212551', 'ENSG00000221332', 'ENSG00000222666', 'ENSG00000207119', 'ENSG00000221461', 'ENSG00000212422', 'ENSG00000202233', 'ENSG00000221638', 'ENSG00000212182', 'ENSG00000221044', 'ENSG00000212511', 'ENSG00000199370', 'ENSG00000212538', 'ENSG00000212610', 'ENSG00000271817', 'ENSG00000238297', 'ENSG00000221040', 'ENSG00000221496', 'ENSG00000276366', 'ENSG00000221345', 'ENSG00000212195', 'ENSG00000221673', 'ENSG00000263934', 'ENSG00000200318', 'ENSG00000281710;ENSG00000199927'], 'WBSCR17': ['ENSG00000185274'], 'SNORA31': ['ENSG00000199477'], 'SNORA70F': ['ENSG00000206869', 'ENSG00000201376'], 'SNORA73A': ['ENSG00000274266'], 'SNORD116-9': ['ENSG00000206727', 'ENSG00000207014'], 'SNORD43': ['ENSG00000263764'], 'SNORD44': [], 'SNORD48': ['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823'], 'SNORD7': ['ENSG00000207297'], 'RP11-23J9': []}"
67,ENSG00000200969,0,[],0,[],{}
68,ENSG00000200983,1,['RP11-144O23'],0,[],{'RP11-144O23': []}
69,ENSG00000200987,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
70,ENSG00000201129,1,['U4atac.3-9'],0,[],{'U4atac-3': []}
71,ENSG00000201143,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
72,ENSG00000201229,0,[],0,[],{}
73,ENSG00000201240,0,[],0,[],{}
74,ENSG00000201247,0,[],0,[],{}
75,ENSG00000201264,0,[],0,[],{}
76,ENSG00000201302,13,"['FAM20B', 'SNORA11', 'SNORA47', 'SNORA66', 'SNORA70', 'SNORD116-9', 'SNORD46', 'SNORD47', 'SNORD50A', 'SNORD56', 'SNORD80', 'SNORD83B', 'RPPH1']",38,"['ENSG00000116199', 'ENSG00000221716', 'ENSG00000238961', 'ENSG00000207523', 'ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042', 'ENSG00000206727', 'ENSG00000207014', 'ENSG00000200913', 'ENSG00000229686', 'ENSG00000209480', 'ENSG00000277209']","{'FAM20B': ['ENSG00000116199'], 'SNORA11': ['ENSG00000221716'], 'SNORA47': ['ENSG00000238961'], 'SNORA66': ['ENSG00000207523'], 'SNORA70': ['ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042'], 'SNORD116-9': ['ENSG00000206727', 'ENSG00000207014'], 'SNORD46': ['ENSG00000200913'], 'SNORD47': [], 'SNORD50A': [], 'SNORD56': ['ENSG00000229686'], 'SNORD80': [], 'SNORD83B': ['ENSG00000209480'], 'RPPH1': ['ENSG00000277209']}"
77,ENSG00000201326,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
78,ENSG00000201331,0,[],0,[],{}
79,ENSG00000201368,0,[],0,[],{}
80,ENSG00000201403,0,[],0,[],{}
81,ENSG00000201448,0,[],0,[],{}
82,ENSG00000201457,0,[],0,[],{}
83,ENSG00000201482,0,[],0,[],{}
84,ENSG00000201487,0,[],0,[],{}
85,ENSG00000201512,1,['U5.1-87'],0,[],{'U5-1': []}
86,ENSG00000201557,0,[],0,[],{}
87,ENSG00000201569,0,[],0,[],{}
88,ENSG00000201592,2,"['U2.1-19', 'U2.1-30']",0,[],{'U2-1': []}
89,ENSG00000201634,0,[],0,[],{}
90,ENSG00000201643,2,"['SNORD113', 'SCARNA15']",1,['ENSG00000277864'],"{'SNORD113': [], 'SCARNA15': ['ENSG00000277864']}"
91,ENSG00000201672,0,[],0,[],{}
92,ENSG00000201675,1,['TRNA-HIS-CAY__TRNA'],0,[],{'TRNA-HIS-CAY__TRNA': []}
93,ENSG00000201679,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
94,ENSG00000201700,0,[],0,[],{}
95,ENSG00000201754,5,"['SNORA66', 'SNORA70', 'SNORD50A', 'SNORD51', 'pRNA']",32,"['ENSG00000207523', 'ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042', 'ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780']","{'SNORA66': ['ENSG00000207523'], 'SNORA70': ['ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042'], 'SNORD50A': [], 'SNORD51': ['ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780'], 'pRNA': []}"
96,ENSG00000201772,1,['SNORD117'],8,"['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785']","{'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785']}"
97,ENSG00000201785,21,"['SCARNA10', 'SNORA21', 'SNORA5C', 'SNORD116-9', 'SNORD118', 'SNORD20', 'SNORD22', 'SNORD25', 'SNORD27', 'SNORD47', 'SNORD48', 'SNORD51', 'SNORD53', 'SNORD59A', 'SNORD81', 'SNORD82', 'SNORD83A', 'SNORD84', 'SNORD94', 'SCARNA14', 'SCARNA7']",39,"['ENSG00000239002', 'ENSG00000199293', 'ENSG00000201772', 'ENSG00000206727', 'ENSG00000207014', 'ENSG00000200463', 'ENSG00000212594', 'ENSG00000207430', 'ENSG00000207280', 'ENSG00000277194', 'ENSG00000278527', 'ENSG00000275043', 'ENSG00000252128', 'ENSG00000275996', 'ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823', 'ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780', 'ENSG00000265145', 'ENSG00000207031', 'ENSG00000212278', 'ENSG00000199934', 'ENSG00000202023', 'ENSG00000202400', 'ENSG00000209482', 'ENSG00000265325', 'ENSG00000263442', 'ENSG00000264591', 'ENSG00000265607', 'ENSG00000266755', 'ENSG00000266646', 'ENSG00000265236', 'ENSG00000208772', 'ENSG00000252712', 'ENSG00000238741']","{'SCARNA10': ['ENSG00000239002'], 'SNORA21': ['ENSG00000199293'], 'SNORA5C': ['ENSG00000201772'], 'SNORD116-9': ['ENSG00000206727', 'ENSG00000207014'], 'SNORD118': ['ENSG00000200463', 'ENSG00000212594', 'ENSG00000207430'], 'SNORD20': ['ENSG00000207280'], 'SNORD22': ['ENSG00000277194', 'ENSG00000278527'], 'SNORD25': ['ENSG00000275043'], 'SNORD27': ['ENSG00000252128', 'ENSG00000275996'], 'SNORD47': [], 'SNORD48': ['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823'], 'SNORD51': ['ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780'], 'SNORD53': ['ENSG00000265145'], 'SNORD59A': ['ENSG00000207031'], 'SNORD81': ['ENSG00000212278', 'ENSG00000199934', 'ENSG00000202023'], 'SNORD82': ['ENSG00000202400'], 'SNORD83A': ['ENSG00000209482'], 'SNORD84': ['ENSG00000265325', 'ENSG00000263442', 'ENSG00000264591', 'ENSG00000265607', 'ENSG00000266755', 'ENSG00000266646', 'ENSG00000265236'], 'SNORD94': ['ENSG00000208772'], 'SCARNA14': ['ENSG00000252712'], 'SCARNA7': ['ENSG00000238741']}"
98,ENSG00000201823,25,"['RNU11', 'RNU12', 'RNU4-4P', 'U6', 'ASH1L', 'SNORA74A', 'SNORD115-11', 'SNORD117', 'SNORD118', 'SNORD13', 'SNORD31', 'SNORD37', 'SNORD43', 'SNORD47', 'SNORD49A', 'SNORD51', 'SNORD53', 'SNORD59A', 'SNORD60', 'SNORD7', 'SNORD72', 'SNORD75', '7SK', 'GAS5', 'RNY3']",167,"['ENSG00000274978', 'ENSG00000276027', 'ENSG00000201659', 'ENSG00000201458', 'ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000116539', 'ENSG00000200959', 'ENSG00000200486', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000200463', 'ENSG00000212594', 'ENSG00000207430', 'ENSG00000239039', 'ENSG00000201847', 'ENSG00000206775', 'ENSG00000263764', 'ENSG00000277370', 'ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780', 'ENSG00000265145', 'ENSG00000207031', 'ENSG00000206630', 'ENSG00000206630;ENSG00000281010', 'ENSG00000207297', 'ENSG00000212296', 'ENSG00000274262', 'ENSG00000266263', 'ENSG00000265255', 'ENSG00000265903', 'ENSG00000265633', 'ENSG00000264415', 'ENSG00000202198', 'ENSG00000274303', 'ENSG00000277313', 'ENSG00000271394', 'ENSG00000276626', 'ENSG00000275933', 'ENSG00000273591', 'ENSG00000283293', 'ENSG00000234741', 'ENSG00000202354']","{'RNU11': ['ENSG00000274978'], 'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'RNU4-4P': ['ENSG00000201458'], 'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'ASH1L': ['ENSG00000116539'], 'SNORA74A': ['ENSG00000200959'], 'SNORD115-11': ['ENSG00000200486'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD118': ['ENSG00000200463', 'ENSG00000212594', 'ENSG00000207430'], 'SNORD13': ['ENSG00000239039'], 'SNORD31': ['ENSG00000201847'], 'SNORD37': ['ENSG00000206775'], 'SNORD43': ['ENSG00000263764'], 'SNORD47': [], 'SNORD49A': ['ENSG00000277370'], 'SNORD51': ['ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780'], 'SNORD53': ['ENSG00000265145'], 'SNORD59A': ['ENSG00000207031'], 'SNORD60': ['ENSG00000206630', 'ENSG00000206630;ENSG00000281010'], 'SNORD7': ['ENSG00000207297'], 'SNORD72': ['ENSG00000212296'], 'SNORD75': [], '7SK': ['ENSG00000274262', 'ENSG00000266263', 'ENSG00000265255', 'ENSG00000265903', 'ENSG00000265633', 'ENSG00000264415', 'ENSG00000202198', 'ENSG00000274303', 'ENSG00000277313', 'ENSG00000271394', 'ENSG00000276626', 'ENSG00000275933', 'ENSG00000273591', 'ENSG00000283293'], 'GAS5': ['ENSG00000234741'], 'RNY3': ['ENSG00000202354']}"
99,ENSG00000201839,0,[],0,[],{}
100,ENSG00000201882,2,"['U2.1-19', 'U2.1-30']",0,[],{'U2-1': []}
101,ENSG00000201907,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
102,ENSG00000201943,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
103,ENSG00000201950,0,[],0,[],{}
104,ENSG00000201969,0,[],0,[],{}
105,ENSG00000201992,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
106,ENSG00000201998,3,"['U5.1-76', 'CHPF2', 'VAT1L']",2,"['ENSG00000033100', 'ENSG00000171724']","{'U5-1': [], 'CHPF2': ['ENSG00000033100'], 'VAT1L': ['ENSG00000171724']}"
107,ENSG00000202031,3,"['CTA-286B10', 'U17_SNRNA', 'GAS5']",1,['ENSG00000234741'],"{'CTA-286B10': [], 'U17_SNRNA': [], 'GAS5': ['ENSG00000234741']}"
108,ENSG00000202048,0,[],0,[],{}
109,ENSG00000202093,0,[],0,[],{}
110,ENSG00000202188,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
111,ENSG00000202252,2,"['ADAMTSL2', 'PIGG']",2,"['ENSG00000197859', 'ENSG00000174227']","{'ADAMTSL2': ['ENSG00000197859'], 'PIGG': ['ENSG00000174227']}"
112,ENSG00000202261,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
113,ENSG00000202269,0,[],0,[],{}
114,ENSG00000202270,0,[],0,[],{}
115,ENSG00000202293,0,[],0,[],{}
116,ENSG00000202314,1,['RPL13'],2,"['ENSG00000167526', 'ENSG00000172172']","{'RPL13': ['ENSG00000167526', 'ENSG00000172172']}"
117,ENSG00000202363,1,['U4atac.2-28'],0,[],{'U4atac-2': []}
118,ENSG00000202373,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
119,ENSG00000202400,6,"['TINCR', 'SNORD116-9', 'SNORD117', 'SNORD59A', 'SNORD81', 'SCARNA9']",17,"['ENSG00000223573', 'ENSG00000206727', 'ENSG00000207014', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000207031', 'ENSG00000212278', 'ENSG00000199934', 'ENSG00000202023', 'ENSG00000254911', 'ENSG00000254911;ENSG00000275146;ENSG00000273885']","{'TINCR': ['ENSG00000223573'], 'SNORD116-9': ['ENSG00000206727', 'ENSG00000207014'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD59A': ['ENSG00000207031'], 'SNORD81': ['ENSG00000212278', 'ENSG00000199934', 'ENSG00000202023'], 'SCARNA9': ['ENSG00000254911', 'ENSG00000254911;ENSG00000275146;ENSG00000273885']}"
120,ENSG00000202503,0,[],0,[],{}
121,ENSG00000206597,0,[],0,[],{}
122,ENSG00000206602,0,[],0,[],{}
123,ENSG00000206609,0,[],0,[],{}
124,ENSG00000206611,0,[],0,[],{}
125,ENSG00000206612,0,[],0,[],{}
126,ENSG00000206620,0,[],0,[],{}
127,ENSG00000206621,0,[],0,[],{}
128,ENSG00000206622,1,['U11.1-18'],0,[],{'U11-1': []}
129,ENSG00000206633,1,['SNORA80A'],1,['ENSG00000200792'],{'SNORA80A': ['ENSG00000200792']}
130,ENSG00000206634,3,"['SNORA34', 'SNORA44', 'SNORA54']",4,"['ENSG00000221491', 'ENSG00000273544', 'ENSG00000273525', 'ENSG00000207008']","{'SNORA34': ['ENSG00000221491'], 'SNORA44': ['ENSG00000273544'], 'SNORA54': ['ENSG00000273525', 'ENSG00000207008']}"
131,ENSG00000206637,0,[],0,[],{}
132,ENSG00000206656,0,[],0,[],{}
133,ENSG00000206680,0,[],0,[],{}
134,ENSG00000206688,0,[],0,[],{}
135,ENSG00000206693,0,[],0,[],{}
136,ENSG00000206727,22,"['TINCR', 'SNORA11', 'SNORA31', 'SNORA47', 'SNORA65', 'SNORA70F', 'SNORA74A', 'SNORD108', 'SNORD109A', 'SNORD115', 'SNORD115-11', 'SNORD116', 'SNORD117', 'SNORD59A', 'SNORD64', 'SNORD82', 'FOXD2-AS1', 'HOTAIR', 'SCARNA22', 'SLC26A4-AS1', 'UCA1', 'IPW']",33,"['ENSG00000223573', 'ENSG00000221716', 'ENSG00000199477', 'ENSG00000238961', 'ENSG00000201302', 'ENSG00000206869', 'ENSG00000201376', 'ENSG00000200959', 'ENSG00000239014', 'ENSG00000274640', 'ENSG00000239169', 'ENSG00000212411', 'ENSG00000212428', 'ENSG00000200486', 'ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000207031', 'ENSG00000276610', 'ENSG00000202400', 'ENSG00000237424', 'ENSG00000228630', 'ENSG00000249784', 'ENSG00000233705', 'ENSG00000214049']","{'TINCR': ['ENSG00000223573'], 'SNORA11': ['ENSG00000221716'], 'SNORA31': ['ENSG00000199477'], 'SNORA47': ['ENSG00000238961'], 'SNORA65': ['ENSG00000201302'], 'SNORA70F': ['ENSG00000206869', 'ENSG00000201376'], 'SNORA74A': ['ENSG00000200959'], 'SNORD108': ['ENSG00000239014'], 'SNORD109A': ['ENSG00000274640', 'ENSG00000239169'], 'SNORD115': ['ENSG00000212411', 'ENSG00000212428'], 'SNORD115-11': ['ENSG00000200486'], 'SNORD116': ['ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD59A': ['ENSG00000207031'], 'SNORD64': ['ENSG00000276610'], 'SNORD82': ['ENSG00000202400'], 'FOXD2-AS1': ['ENSG00000237424'], 'HOTAIR': ['ENSG00000228630'], 'SCARNA22': ['ENSG00000249784'], 'SLC26A4-AS1': ['ENSG00000233705'], 'UCA1': ['ENSG00000214049'], 'IPW': []}"
137,ENSG00000206754,0,[],0,[],{}
138,ENSG00000206755,0,[],0,[],{}
139,ENSG00000206760,2,"['EIF3H', 'SNORD2']",2,"['ENSG00000147677', 'ENSG00000238942']","{'EIF3H': ['ENSG00000147677'], 'SNORD2': ['ENSG00000238942']}"
140,ENSG00000206775,1,['RP11-353N14'],0,[],{'RP11-353N14': []}
141,ENSG00000206785,0,[],0,[],{}
142,ENSG00000206799,0,[],0,[],{}
143,ENSG00000206811,2,"['FLNA', 'OGT']",2,"['ENSG00000196924', 'ENSG00000147162']","{'FLNA': ['ENSG00000196924'], 'OGT': ['ENSG00000147162']}"
144,ENSG00000206834,0,[],0,[],{}
145,ENSG00000206838,0,[],0,[],{}
